employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status,completion_time_days,is_overdue,assigned_month,days_allowed,completed_on_time
1046,Harish Kumar,Finance,Data Security Awareness,2025-04-23,2025-05-15,2025-04-24,Completed,1.0,False,2025-04,22,True
1269,Harish Banerjee,HR,Python Basics,2025-09-30,2025-11-01,2025-10-13,Completed,13.0,False,2025-09,32,True
1285,Kavya Desai,Sales,Excel for Business,2025-12-27,2026-01-26,2026-01-09,Completed,13.0,False,2025-12,30,True
1062,Nitin Verma,HR,Anti-Harassment Training,2025-06-26,2025-07-10,2025-07-03,Completed,7.0,False,2025-06,14,True
1349,Aarav Ghosh,Sales,Communication Skills,2026-02-11,2026-03-18,2026-02-19,Completed,8.0,False,2026-02,35,True
1110,Pranav Modi,IT,SQL Fundamentals,2025-06-12,2025-07-06,2025-06-21,Completed,9.0,False,2025-06,24,True
1324,Jyoti Kumar,HR,Python Basics,2025-11-21,2025-12-20,2025-12-04,Completed,13.0,False,2025-11,29,True
1175,Ayaan Nair,Finance,Leadership Fundamentals,2025-08-25,2025-09-30,2025-08-27,Completed,2.0,False,2025-08,36,True
1016,Amit Bhat,IT,Workplace Safety,2025-11-12,2025-12-03,,Pending,,True,2025-11,21,False
1195,Lakshmi Joshi,HR,Python Basics,2026-02-21,2026-03-27,2026-03-06,Completed,13.0,False,2026-02,34,True
1095,Shruti Deshpande,Operations,Leadership Fundamentals,2025-09-01,2025-09-22,,Pending,,True,2025-09,21,False
1133,Sara Sen,IT,Leadership Fundamentals,2025-05-24,2025-06-15,2025-05-27,Completed,3.0,False,2025-05,22,True
1202,Swati Iyer,IT,Project Management,2026-01-19,2026-02-16,,Pending,,True,2026-01,28,False
1321,Kavya Ghosh,Sales,Python Basics,2025-04-11,2025-05-23,2025-04-25,Completed,14.0,False,2025-04,42,True
1339,Rekha Patel,Sales,Data Security Awareness,2026-01-14,2026-02-16,2026-01-15,Completed,1.0,False,2026-01,33,True
1013,Rekha Bhat,Operations,Data Security Awareness,2026-02-04,2026-03-11,2026-02-16,Completed,12.0,False,2026-02,35,True
1269,Harish Banerjee,HR,Python Basics,2025-07-26,2025-09-04,,Pending,,True,2025-07,40,False
1218,Harish Bhat,Operations,Excel for Business,2026-02-19,2026-03-14,,Pending,,True,2026-02,23,False
1242,Myra Ghosh,Marketing,Anti-Harassment Training,2026-02-15,2026-02-27,,Pending,,True,2026-02,12,False
1156,Sachin Malhotra,IT,Data Security Awareness,2025-09-05,2025-10-01,2025-09-11,Completed,6.0,False,2025-09,26,True
1262,Sunita Ghosh,Marketing,Project Management,2025-06-06,2025-06-27,,Pending,,True,2025-06,21,False
1265,Anjali Sen,Operations,Project Management,2025-10-29,2025-11-22,2025-11-06,Completed,8.0,False,2025-10,24,True
1310,Pranav Verma,HR,Customer Service Excellence,2025-10-04,2025-11-02,2025-10-14,Completed,10.0,False,2025-10,29,True
1236,Pranav Deshpande,Operations,Python Basics,2025-06-23,2025-07-22,,Pending,,True,2025-06,29,False
1307,Anjali Patel,Sales,Leadership Fundamentals,2025-08-29,2025-10-06,,Pending,,True,2025-08,38,False
1191,Ayaan Singh,IT,Workplace Safety,2025-11-25,2025-12-07,2025-12-01,Completed,6.0,False,2025-11,12,True
1157,Priya Sinha,Finance,Excel for Business,2025-10-20,2025-11-23,2025-10-31,Completed,11.0,False,2025-10,34,True
1064,Gaurav Singh,HR,Communication Skills,2025-04-07,2025-04-29,2025-04-13,Completed,6.0,False,2025-04,22,True
1027,Nitin Pandey,IT,Leadership Fundamentals,2025-10-05,2025-11-10,,Pending,,True,2025-10,36,False
1337,Harish Verma,Operations,Python Basics,2026-01-24,2026-02-26,,Pending,,True,2026-01,33,False
1289,Arun Gupta,HR,Project Management,2025-05-25,2025-07-04,2025-06-06,Completed,12.0,False,2025-05,40,True
1234,Swati Malhotra,Sales,Data Security Awareness,2026-02-11,2026-03-12,2026-02-19,Completed,8.0,False,2026-02,29,True
1046,Harish Kumar,Finance,SQL Fundamentals,2025-07-22,2025-08-28,2025-07-31,Completed,9.0,False,2025-07,37,True
1038,Sachin Bhat,IT,Leadership Fundamentals,2025-09-01,2025-10-06,2025-09-03,Completed,2.0,False,2025-09,35,True
1099,Aadhya Singh,IT,Anti-Harassment Training,2025-04-23,2025-05-03,2025-04-26,Completed,3.0,False,2025-04,10,True
1177,Kavya Kulkarni,Finance,Leadership Fundamentals,2025-05-29,2025-06-16,2025-06-07,Completed,9.0,False,2025-05,18,True
1180,Sara Sinha,IT,Customer Service Excellence,2025-06-08,2025-07-03,2025-06-13,Completed,5.0,False,2025-06,25,True
1046,Harish Kumar,Finance,Customer Service Excellence,2025-10-31,2025-12-01,,Pending,,True,2025-10,31,False
1302,Vikram Deshpande,Sales,Anti-Harassment Training,2025-10-29,2025-11-27,2025-11-02,Completed,4.0,False,2025-10,29,True
1305,Anjali Mishra,Operations,Leadership Fundamentals,2026-02-09,2026-03-09,,Pending,,True,2026-02,28,False
1118,Nandini Nair,IT,Python Basics,2025-04-16,2025-05-29,2025-05-02,Completed,16.0,False,2025-04,43,True
1180,Sara Sinha,IT,Leadership Fundamentals,2025-11-13,2025-12-05,,Pending,,True,2025-11,22,False
1048,Rahul Sen,Sales,Workplace Safety,2025-10-05,2025-11-01,,Pending,,True,2025-10,27,False
1148,Gaurav Singh,Sales,Project Management,2025-05-01,2025-06-01,2025-05-11,Completed,10.0,False,2025-05,31,True
1251,Rajesh Pillai,HR,Workplace Safety,2025-11-18,2025-11-30,2025-11-19,Completed,1.0,False,2025-11,12,True
1271,Varun Shah,Operations,SQL Fundamentals,2025-04-10,2025-04-28,,Pending,,True,2025-04,18,False
1074,Sunita Sharma,Operations,Excel for Business,2025-06-03,2025-07-08,2025-06-16,Completed,13.0,False,2025-06,35,True
1066,Gaurav Shah,Sales,Customer Service Excellence,2025-07-15,2025-08-15,2025-07-21,Completed,6.0,False,2025-07,31,True
1301,Kiran Sharma,IT,Excel for Business,2025-09-15,2025-10-06,,Pending,,True,2025-09,21,False
1178,Gaurav Pillai,Sales,SQL Fundamentals,2025-04-01,2025-04-26,,Pending,,True,2025-04,25,False
1105,Aadhya Singh,Marketing,Anti-Harassment Training,2025-06-05,2025-07-01,2025-06-10,Completed,5.0,False,2025-06,26,True
1338,Pooja Nair,Finance,Anti-Harassment Training,2025-05-26,2025-06-25,,Pending,,True,2025-05,30,False
1317,Sneha Mukherjee,Sales,Anti-Harassment Training,2025-04-07,2025-04-27,2025-04-10,Completed,3.0,False,2025-04,20,True
1211,Kiran Mishra,Sales,Excel for Business,2026-01-26,2026-02-22,2026-02-09,Pending,,True,2026-01,27,False
1016,Amit Bhat,IT,Python Basics,2025-04-26,2025-05-21,,Pending,,True,2025-04,25,False
1350,Anjali Nair,Finance,Customer Service Excellence,2025-05-28,2025-07-03,2025-06-03,Completed,6.0,False,2025-05,36,True
1216,Deepak Saxena,IT,Leadership Fundamentals,2025-10-02,2025-11-02,2025-10-09,Completed,7.0,False,2025-10,31,True
1080,Ishaan Pandey,IT,Leadership Fundamentals,2025-12-13,2026-01-04,,Pending,,True,2025-12,22,False
1165,Rohit Sinha,IT,Data Security Awareness,2025-12-22,2026-01-12,2025-12-28,Completed,6.0,False,2025-12,21,True
1037,Vikram Pillai,HR,Data Security Awareness,2025-05-01,2025-05-28,,Pending,,True,2025-05,27,False
1049,Kavya Singh,Sales,Communication Skills,2025-05-25,2025-06-23,,Pending,,True,2025-05,29,False
1072,Ayaan Kulkarni,IT,Leadership Fundamentals,2025-05-07,2025-05-24,2025-05-15,Completed,8.0,False,2025-05,17,True
1060,Sai Kumar,HR,Anti-Harassment Training,2025-05-03,2025-05-16,2025-05-09,Completed,6.0,False,2025-05,13,True
1288,Amit Malhotra,Sales,SQL Fundamentals,2026-01-05,2026-02-13,2026-01-18,Completed,13.0,False,2026-01,39,True
1092,Divya Verma,Finance,SQL Fundamentals,2025-12-27,2026-01-22,2026-01-04,Completed,8.0,False,2025-12,26,True
1328,Tanya Patel,Finance,SQL Fundamentals,2025-11-06,2025-11-26,,Pending,,True,2025-11,20,False
1234,Swati Malhotra,Sales,Workplace Safety,2026-01-07,2026-02-09,,Pending,,True,2026-01,33,False
1091,Krishna Modi,IT,Communication Skills,2025-11-17,2025-12-08,2025-11-29,Completed,12.0,False,2025-11,21,True
1152,Rekha Reddy,IT,Leadership Fundamentals,2025-10-21,2025-11-18,,Pending,,True,2025-10,28,False
1230,Shruti Banerjee,Finance,Project Management,2025-11-04,2025-12-03,2025-11-16,Completed,12.0,False,2025-11,29,True
1160,Sunita Malhotra,Operations,Project Management,2025-06-17,2025-07-27,,Pending,,True,2025-06,40,False
1296,Arun Shah,Sales,Workplace Safety,2025-05-16,2025-05-28,2025-05-20,Completed,4.0,False,2025-05,12,True
1207,Mohan Chopra,IT,Workplace Safety,2025-10-07,2025-10-21,2025-10-08,Completed,1.0,False,2025-10,14,True
1145,Rohit Verma,HR,SQL Fundamentals,2026-01-12,2026-02-15,2026-01-17,Completed,5.0,False,2026-01,34,True
1004,Krishna Nair,Finance,Workplace Safety,2025-10-27,2025-11-17,,Pending,,True,2025-10,21,False
1206,Jyoti Saxena,IT,Communication Skills,2025-04-26,2025-05-19,2025-05-06,Completed,10.0,False,2025-04,23,True
1108,Kavya Trivedi,Operations,Project Management,2025-05-23,2025-06-29,2025-06-04,Completed,12.0,False,2025-05,37,True
1047,Aadhya Reddy,HR,Anti-Harassment Training,2025-12-02,2025-12-18,,Pending,,True,2025-12,16,False
1077,Rohit Nair,Operations,Project Management,2026-01-09,2026-02-08,2026-01-24,Completed,15.0,False,2026-01,30,True
1201,Vikram Ghosh,Finance,Python Basics,2026-01-18,2026-02-15,,Pending,,True,2026-01,28,False
1151,Manish Chopra,Marketing,Customer Service Excellence,2026-02-12,2026-03-16,,Pending,,True,2026-02,32,False
1024,Arun Rao,HR,Customer Service Excellence,2025-04-13,2025-05-15,,Pending,,True,2025-04,32,False
1197,Suresh Reddy,Operations,Python Basics,2025-04-14,2025-05-10,2025-04-30,Completed,16.0,False,2025-04,26,True
1186,Harish Joshi,Finance,Python Basics,2025-09-20,2025-10-22,2025-09-29,Completed,9.0,False,2025-09,32,True
1138,Lakshmi Trivedi,Finance,Anti-Harassment Training,2026-01-14,2026-02-13,2026-01-15,Completed,1.0,False,2026-01,30,True
1052,Deepak Shah,Operations,Anti-Harassment Training,2026-02-18,2026-02-27,2026-02-21,Completed,3.0,False,2026-02,9,True
1335,Harish Pandey,IT,Customer Service Excellence,2025-07-19,2025-08-13,2025-07-20,Completed,1.0,False,2025-07,25,True
1172,Sachin Deshpande,IT,Project Management,2025-06-19,2025-07-19,2025-07-02,Completed,13.0,False,2025-06,30,True
1159,Sachin Deshpande,IT,Project Management,2026-01-15,2026-02-22,2026-01-22,Completed,7.0,False,2026-01,38,True
1239,Rahul Sen,Finance,Data Security Awareness,2025-06-18,2025-07-05,2025-06-25,Completed,7.0,False,2025-06,17,True
1276,Tanya Desai,Sales,Data Security Awareness,2025-05-11,2025-05-31,2025-05-16,Completed,5.0,False,2025-05,20,True
1327,Harish Reddy,Sales,Communication Skills,2025-12-04,2026-01-06,2025-12-11,Completed,7.0,False,2025-12,33,True
1265,Anjali Sen,Operations,Python Basics,2025-07-19,2025-08-25,2025-07-26,Completed,7.0,False,2025-07,37,True
1174,Krishna Sinha,IT,Communication Skills,2025-05-26,2025-06-18,2025-05-31,Completed,5.0,False,2025-05,23,True
1120,Pranav Saxena,Sales,SQL Fundamentals,2025-12-05,2026-01-07,,Pending,,True,2025-12,33,False
1118,Nandini Nair,IT,Data Security Awareness,2025-07-21,2025-08-14,,Pending,,True,2025-07,24,False
1046,Harish Kumar,Finance,Data Security Awareness,2025-04-03,2025-04-21,2025-04-04,Completed,1.0,False,2025-04,18,True
1322,Sneha Gupta,Finance,Excel for Business,2025-06-09,2025-07-04,2025-06-17,Completed,8.0,False,2025-06,25,True
1015,Varun Banerjee,IT,Workplace Safety,2025-04-03,2025-04-28,2025-04-04,Completed,1.0,False,2025-04,25,True
1068,Divya Sharma,Operations,Anti-Harassment Training,2025-06-05,2025-06-26,2025-06-06,Completed,1.0,False,2025-06,21,True
1002,Vivaan Bhat,Marketing,Excel for Business,2025-12-12,2026-01-15,,Pending,,True,2025-12,34,False
1240,Varun Kulkarni,IT,Project Management,2025-05-06,2025-06-06,,Pending,,True,2025-05,31,False
1013,Rekha Bhat,Operations,Data Security Awareness,2025-11-09,2025-11-21,2025-11-14,Completed,5.0,False,2025-11,12,True
1116,Mohan Shah,Operations,Workplace Safety,2025-09-07,2025-10-05,2025-09-08,Completed,1.0,False,2025-09,28,True
1342,Arjun Chopra,Sales,Communication Skills,2026-02-21,2026-03-20,2026-02-25,Completed,4.0,False,2026-02,27,True
1310,Pranav Verma,HR,Communication Skills,2025-04-10,2025-05-04,2025-04-15,Completed,5.0,False,2025-04,24,True
1175,Ayaan Nair,Finance,SQL Fundamentals,2025-11-21,2025-12-30,,Pending,,True,2025-11,39,False
1083,Gaurav Malhotra,HR,Workplace Safety,2025-11-09,2025-11-22,2025-11-12,Completed,3.0,False,2025-11,13,True
1094,Sara Das,Sales,SQL Fundamentals,2025-10-22,2025-11-24,2025-11-03,Completed,12.0,False,2025-10,33,True
1288,Amit Malhotra,Sales,Python Basics,2025-09-20,2025-10-18,2025-10-02,Completed,12.0,False,2025-09,28,True
1080,Ishaan Pandey,IT,Anti-Harassment Training,2025-05-09,2025-06-03,2025-05-15,Completed,6.0,False,2025-05,25,True
1065,Neha Mukherjee,HR,Customer Service Excellence,2025-12-17,2026-01-05,,Pending,,True,2025-12,19,False
1135,Neha Sharma,Marketing,Project Management,2025-09-26,2025-11-07,,Pending,,True,2025-09,42,False
1292,Varun Iyer,IT,Anti-Harassment Training,2025-07-29,2025-08-10,2025-07-30,Completed,1.0,False,2025-07,12,True
1328,Tanya Patel,Finance,Excel for Business,2025-06-27,2025-08-02,2025-07-01,Completed,4.0,False,2025-06,36,True
1019,Reyansh Gupta,Sales,Workplace Safety,2025-06-29,2025-07-29,2025-07-03,Completed,4.0,False,2025-06,30,True
1168,Suresh Kulkarni,IT,SQL Fundamentals,2026-01-21,2026-02-21,2026-02-01,Completed,11.0,False,2026-01,31,True
1108,Kavya Trivedi,Operations,SQL Fundamentals,2026-02-23,2026-04-01,,Pending,,False,2026-02,37,False
1187,Nitin Sinha,Operations,Project Management,2026-02-15,2026-03-16,2026-03-02,Completed,15.0,False,2026-02,29,True
1180,Sara Sinha,IT,Workplace Safety,2025-11-26,2025-12-20,2025-12-06,Completed,10.0,False,2025-11,24,True
1089,Sai Trivedi,Operations,Python Basics,2026-01-27,2026-02-18,2026-02-10,Completed,14.0,False,2026-01,22,True
1164,Arjun Pillai,Sales,Workplace Safety,2025-09-05,2025-09-29,2025-09-06,Completed,1.0,False,2025-09,24,True
1129,Vihaan Sharma,IT,Data Security Awareness,2025-10-05,2025-10-26,2025-10-08,Completed,3.0,False,2025-10,21,True
1185,Aarav Saxena,HR,Workplace Safety,2026-02-08,2026-03-09,2026-02-09,Completed,1.0,False,2026-02,29,True
1226,Vikram Malhotra,IT,Leadership Fundamentals,2026-01-22,2026-02-23,,Pending,,True,2026-01,32,False
1069,Nandini Rao,IT,Data Security Awareness,2025-11-16,2025-12-16,2025-11-18,Completed,2.0,False,2025-11,30,True
1020,Neha Nair,HR,Project Management,2026-02-03,2026-03-09,2026-02-04,Completed,1.0,False,2026-02,34,True
1007,Aditya Patel,IT,Data Security Awareness,2025-11-16,2025-12-01,2025-11-17,Completed,1.0,False,2025-11,15,True
1067,Meera Sinha,IT,Project Management,2025-05-13,2025-06-17,2025-05-24,Completed,11.0,False,2025-05,35,True
1096,Deepak Pandey,Sales,Data Security Awareness,2025-08-04,2025-09-07,2025-08-14,Completed,10.0,False,2025-08,34,True
1050,Sara Malhotra,IT,Leadership Fundamentals,2025-12-24,2026-01-24,2025-12-29,Completed,5.0,False,2025-12,31,True
1058,Suresh Mishra,IT,Project Management,2025-10-07,2025-11-04,2025-10-22,Completed,15.0,False,2025-10,28,True
1276,Tanya Desai,Sales,Project Management,2026-01-31,2026-02-20,,Pending,,True,2026-01,20,False
1095,Shruti Deshpande,Operations,Project Management,2025-05-03,2025-06-01,2025-05-20,Completed,17.0,False,2025-05,29,True
